Name,Email,Phone,Gender,County,Household_Size,Residence_Category,Cylinder_Size,Delivery_Time,Other_Fuel_Usage,Average_Usage_Days,Usage_Segment
Grace Ngugi,grace.ngugi20@gmail.com,254761134540,Female,Kajiado,5,Apartment,13kg,Afternoon,Charcoal,59,Regular Users
Lilian Njoroge,lilian.njoroge59@gmail.com,254711028284,Male,Nyandarua,6,House,13kg,Morning,Firewood,69,Regular Users
Daniel Kimani,daniel.kimani32@gmail.com,254771890974,Female,Kwale,10,House,13kg,Afternoon,None,94,Low Users
Michael Achieng,michael.achieng26@@gmail.com,254731728548,Female,Kakamega,7,Bedsitter,13kg,Afternoon,Charcoal,31,Heavy Users
Robert Cheruiyot,robert.cheruiyot95@gmail.com,254783727948,Male,Garissa,10,Apartment,13kg,Morning,Charcoal,46,Regular Users
Faith Cheruiyot,faith.cheruiyot28@gmail.com,254797310458,Male,Kilifi,8,Bedsitter,50kg,Afternoon,Firewood,132,At-Risk
Mercy Maina,mercy.maina40@gmail.com,254739170646,Male,Nyamira,7,Apartment,6kg,Evening,None,68,Regular Users
Michael Njoroge,michael.njoroge95@gmail.com,254745524250,Female,Nandi,10,House,13kg,Afternoon,Charcoal,149,At-Risk
Agnes Onyango,"agnes.onyango22@gmail.com,",254728486161,Female,Marsabit,10,House,50kg,Evening,Firewood,79,Regular Users
Peter Kimani,peter.kimani97@gmail.com,254714134956,Female,West Pokot,9,Bedsitter,13kg,Afternoon,None,49,Regular Users
Esther Kimani,esther.kimani22@gmail.com,254765545565,Female,Kiambu,3,House,13kg,Afternoon,Charcoal,103,Low Users
Robert Karanja,robert.karanja24@gmail.com,254718142283,Female,Migori,7,Apartment,13kg,Morning,Kerosene,47,Regular Users
Grace Cheruiyot,grace.cheruiyot47@gmail.com,254719623088,Male,Garissa,3,Bedsitter,6kg,Evening,Charcoal,44,Heavy Users
Jane Onyango,jane.onyango48@gmail.com,254716468688,Female,Migori,8,House,50kg,Afternoon,Kerosene,115,Low Users
John Omondi,john.omondi54@gmail.com,254791146732,Female,Tharaka Nithi,1,House,50kg,Afternoon,Charcoal,144,At-Risk
Lilian Achieng,lilian.achieng42@gmail.com,254716412048,Female,Embu,8,Business,13kg,Morning,Charcoal,29,Heavy Users
Peter Achieng,peter.achieng74@gmail.com,254785194272,Male,Kisii,4,Business,13kg,Morning,Electricity,61,Regular Users
Daniel Achieng,daniel.achieng44@gmail.com,254786725629,Female,Nairobi,1,Bedsitter,13kg,Afternoon,Kerosene,59,Regular Users
Paul Cheruiyot,paul.cheruiyot81@gmail.com,254703461533,Female,Nyandarua,9,Apartment,13kg,Afternoon,Electricity,96,Low Users
Lilian Otieno,lilian.otieno16@gmail.com,254744629275,Female,Taita Taveta,9,House,13kg,Evening,Charcoal,124,At-Risk
Paul Ngugi,paul.ngugi97@gmail.com,254715841895,Male,Kitui,7,House,13kg,Morning,Charcoal,137,At-Risk
Mary Muriuki,mary.muriuki91@gmail.com,254779315991,Female,Nyamira,1,Apartment,13kg,Afternoon,Firewood,61,Regular Users
Daniel Mutua,daniel.mutua79@gmail.com,254797770107,Female,Kitui,1,Bedsitter,13kg,Afternoon,Charcoal,66,Regular Users
Ruth Mutua,ruth.mutua65@gmail.com,254776145431,Female,Isiolo,9,House,13kg,Morning,Electricity,41,Heavy Users
Ruth Otieno,ruth.otieno27@gmail.com,254719995369,Female,Busia,8,House,50kg,Evening,Kerosene,126,At-Risk
Peter Muriuki,peter.muriuki8@gmail.com,254718505104,Male,West Pokot,3,House,6kg,Afternoon,Electricity,46,Regular Users
Michael Ngugi,michael.ngugi42@gmail.com,254764225871,Male,Trans Nzoia,5,Business,13kg,Evening,Charcoal,60,Regular Users
Peter Karanja,peter.karanja37@gmail.com,254774820643,Male,Vihiga,3,Bedsitter,13kg,Afternoon,Electricity,99,Low Users
Ruth Njoroge,ruth.njoroge8@gmail.com,254762412402,Male,Narok,10,Apartment,13kg,Afternoon,Charcoal,108,Low Users
Daniel Achieng,daniel.achieng50@gmail.com,254740567599,Female,Kirinyaga,5,Apartment,13kg,Morning,Charcoal,85,Regular Users
Peter Kuria,peter.kuria15@gmail.com,254758968030,Male,Busia,5,Bedsitter,13kg,Evening,Kerosene,31,Heavy Users
Grace Ngugi,grace.ngugi54@gmail.com,254723128125,Male,Nakuru,3,Apartment,13kg,Afternoon,Firewood,92,Low Users
Faith Karanja,faith.karanja70@gmail.com,254744907943,Female,Migori,7,House,13kg,Afternoon,Electricity,95,Low Users
Michael Kamau,michael.kamau52@gmail.com,254705118815,Male,Muranga,6,Apartment,6kg,Evening,Charcoal,109,Low Users
Agnes Muriuki,agnes.muriuki14@gmail.com,254780201058,Male,Kisii,3,House,13kg,Evening,Firewood,29,Heavy Users
Mark Achieng,mark.achieng8@gmail.com,254700566088,Male,Mombasa,8,Bedsitter,13kg,Evening,Electricity,115,Low Users
Grace Achieng,grace.achieng55@gmail.com,254709989278,Male,Wajir,1,Business,13kg,Evening,Electricity,39,Heavy Users
Mercy Kiptoo,mercy.kiptoo13@gmail.com,254748055589,Male,Wajir,7,Apartment,50kg,Evening,Firewood,58,Regular Users
John Muriuki,john.muriuki50@gmail.com,254737485624,Male,Kisumu,2,Bedsitter,13kg,Morning,Charcoal,79,Regular Users
John Kiptoo,john.kiptoo23@gmail.com,254786349568,Female,Kiambu,3,Bedsitter,13kg,Evening,Electricity,85,Regular Users
Grace Muriuki,grace.muriuki47@gmail.com,254777410717,Female,Wajir,1,Bedsitter,13kg,Morning,Charcoal,84,Regular Users
Mark Njoroge,mark.njoroge28@gmail.com,254798439977,Female,Taita Taveta,4,Bedsitter,13kg,Afternoon,Kerosene,143,At-Risk
Grace Achieng,grace.achieng58@gmail.com,254759536768,Male,Nairobi,9,House,13kg,Morning,Electricity,149,At-Risk
Esther Mutua,esther.mutua92@gmail.com,254716024175,Male,Kwale,1,Apartment,13kg,Morning,Kerosene,76,Regular Users
Paul Njoroge,paul.njoroge5@gmail.com,254769135578,Male,Kirinyaga,6,House,50kg,Afternoon,Charcoal,97,Low Users
James Karanja,james.karanja69@gmail.com,254750824729,Female,Kisumu,1,House,13kg,Evening,Firewood,48,Regular Users
Joseph Karanja,joseph.karanja91gmail.com,254758573615,Male,Vihiga,5,House,13kg,Morning,Firewood,34,Heavy Users
Mark Muriuki,mark.muriuki70@gmail.com,254762372132,Female,Narok,3,House,13kg,Afternoon,None,31,Heavy Users
James Omondi,james.omondi79@gmail.com,254743731787,Male,Machakos,6,House,6kg,Morning,None,120,Low Users
John Mugo,john.mugo21@gmail.com,254714033882,Male,Kiambu,8,Business,13kg,Evening,Electricity,103,Low Users
Robert Achieng,robert.achieng33@gmail,254784241894,Female,Siaya,4,Bedsitter,6kg,Morning,Firewood,144,At-Risk
Daniel Kibet,daniel.kibet67@gmail.com,254736658449,Female,Bungoma,9,Bedsitter,13kg,Evening,Firewood,122,At-Risk
Mercy Onyango,mercy.onyango52@gmail.com,254777481782,Male,Muranga,7,Apartment,13kg,Afternoon,Charcoal,43,Heavy Users
Mark Mugo,mark.mugo60@gmail.com,254769106618,Male,Kericho,5,Bedsitter,13kg,Morning,Electricity,129,At-Risk
Peter Mwangi,peter.mwangi25@gmail.com,254716883091,Male,Nairobi,2,Business,13kg,Evening,Charcoal,97,Low Users
Joseph Mutua,joseph.mutua99@@gmail.com,254791550635,Male,Meru,4,House,6kg,Evening,Firewood,120,Low Users
Mary Ngugi,mary.ngugi84@gmail.com,254726785608,Female,Tana River,9,Apartment,13kg,Afternoon,Charcoal,147,At-Risk
Ruth Achieng,ruth.achieng24@gmail.com,254706838807,Male,Kilifi,3,Apartment,13kg,Evening,Charcoal,77,Regular Users
John Achieng,john.achieng63@gmail.com,254732203210,Male,Nairobi,2,Apartment,13kg,Morning,Charcoal,95,Low Users
Esther Karanja,esther.karanja16@gmail.com,254736979506,Female,Mandera,1,Business,6kg,Morning,Firewood,55,Regular Users
James Njoroge,james.njoroge78@gmail.com,254792435912,Female,Marsabit,5,Apartment,13kg,Evening,Firewood,41,Heavy Users
Ruth Karanja,ruth.karanja4@gmail.com,254708172917,Male,Kakamega,7,Apartment,Other,Morning,Firewood,146,At-Risk
Agnes Kiptoo,agnes.kiptoo36@gmail.com,254769782447,Female,Kilifi,8,Bedsitter,13kg,Afternoon,Firewood,99,Low Users
Faith Otieno,faith.otieno73@gmial.com,254733679681,Male,Marsabit,1,Apartment,6kg,Morning,Charcoal,119,Low Users
Agnes Mutua,agnes.mutua48@gmail.com,254728339308,Female,Marsabit,8,Bedsitter,13kg,Morning,None,115,Low Users
Faith Otieno,faith.otieno44@gmail.com,254767199374,Male,Elgeyo Marakwet,5,House,50kg,Evening,Electricity,37,Heavy Users
Peter Achieng,peter.achieng34@gmail.com,254710162962,Male,Kitui,6,Apartment,Other,Evening,Firewood,57,Regular Users
Joseph Onyango,joseph.onyango99@gmail.com,254722309392,Male,Taita Taveta,7,House,13kg,Afternoon,Charcoal,128,At-Risk
Mercy Achieng,mercy.achieng13@gmail.com,254731434534,Female,Nairobi,6,Apartment,50kg,Morning,Firewood,142,At-Risk
Mercy Kimani,mercy.kimani45@gmail.com,254728409960,Female,Mombasa,6,Bedsitter,13kg,Afternoon,Charcoal,123,At-Risk
David Kimani,david.kimani99@gmail.com,254773559007,Female,Uasin Gishu,7,Bedsitter,50kg,Afternoon,Charcoal,100,Low Users
David Maina,david.maina64@gmail,254789173263,Male,Wajir,7,Business,13kg,Morning,None,106,Low Users
Robert Cheruiyot,robert.cheruiyot54@gmail.com,254746265184,Female,Nairobi,1,Bedsitter,13kg,Afternoon,Firewood,80,Regular Users
Grace Mugo,grace.mugo68@gmail.com,254795080151,Male,West Pokot,1,Bedsitter,13kg,Morning,Charcoal,65,Regular Users
James Njoroge,james.njoroge26@gmail.com,254794143394,Male,Kilifi,7,Business,13kg,Morning,Firewood,51,Regular Users
John Onyango,john.onyango20@gmail.com,254764117510,Female,Machakos,6,Bedsitter,13kg,Afternoon,Firewood,34,Heavy Users
Agnes Karanja,agnes.karanja18@gmail.com,254729272889,Male,Nairobi,4,House,6kg,Evening,Electricity,63,Regular Users
Esther Kibet,esther.kibet58@gmail.com,254747640219,Female,Kakamega,2,House,13kg,Evening,Electricity,73,Regular Users
Daniel Mutua,daniel.mutua71@gmail.com,254743222470,Female,Tharaka Nithi,8,Business,13kg,Afternoon,Charcoal,63,Regular Users
Peter Mwangi,peter.mwangi6@gmail.com,254788282530,Male,Kisumu,10,House,13kg,Afternoon,Charcoal,117,Low Users
Joseph Maina,joseph.maina35@gmail.com,254759240950,Female,Wajir,10,Business,6kg,Evening,Electricity,24,Heavy Users
Mary Cheruiyot,mary.cheruiyot62@gmail.com,254705111360,Female,Nyandarua,1,Bedsitter,13kg,Morning,Charcoal,128,At-Risk
John Muriuki,john.muriuki99@gmail.com,254718281400,Female,Laikipia,3,House,Other,Evening,Firewood,46,Regular Users
Mary Achieng,mary.achieng77@gmail.com,254713674890,Male,Tharaka Nithi,9,Business,50kg,Afternoon,Electricity,135,At-Risk
Mary Muriuki,mary.muriuki32@gmail.com,254711356895,Male,Homa Bay,3,Business,13kg,Morning,Charcoal,106,Low Users
Mercy Kibet,mercy.kibet78@gmail.com,254729809676,Female,Mombasa,6,Bedsitter,13kg,Morning,Kerosene,123,At-Risk
Peter Kuria,peter.kuria27@gmail.com,254733358295,Male,Kwale,2,Apartment,6kg,Evening,Electricity,142,At-Risk
James Njoroge,james.njoroge71@gmail.com,254770528227,Male,Nairobi,9,Business,13kg,Afternoon,Charcoal,98,Low Users
Joseph Otieno,joseph.otieno18@@gmail.com,254764165760,Female,Kwale,9,Business,13kg,Afternoon,Charcoal,62,Regular Users
Grace Muriuki,grace.muriuki38@gmail.com,254726856154,Female,Kakamega,1,Business,13kg,Morning,None,116,Low Users
Esther Maina,esther.maina39@gmail.com,254753886353,Female,Homa Bay,2,Apartment,13kg,Afternoon,Charcoal,50,Regular Users
Faith Mugo,faith.mugo75@gmail.com,254717461963,Male,Mombasa,10,Bedsitter,13kg,Morning,Electricity,118,Low Users
Esther Karanja,esther.karanja87@gmail.com,254701335427,Male,Baringo,3,House,13kg,Morning,Charcoal,36,Heavy Users
Daniel Cheruiyot,daniel.cheruiyot8@gmail.com,254752413695,Male,Wajir,4,Apartment,13kg,Evening,Charcoal,102,Low Users
Joseph Mugo,"joseph.mugo85@gmail.com,",254795515413,Male,Nyeri,9,Bedsitter,6kg,Evening,Firewood,129,At-Risk
Lilian Ngugi,lilian.ngugi57@gmail.com,254784926216,Male,Nairobi,5,Bedsitter,13kg,Morning,Charcoal,51,Regular Users
Mary Kibet,mary.kibet40@gmail.com,254723300807,Female,Narok,10,House,13kg,Evening,Charcoal,54,Regular Users
Paul Kuria,paul.kuria82@gmail.com,254726780559,Male,Nairobi,5,Bedsitter,13kg,Evening,Charcoal,48,Regular Users
Mercy Kamau,mercy.kamau99@gmail.com,254719987916,Male,Nyandarua,2,Bedsitter,13kg,Evening,Electricity,89,Regular Users
Peter Kamau,peter.kamau74@gmail.com,254764944943,Male,Nyamira,4,Business,6kg,Evening,Charcoal,114,Low Users
Peter Kiptoo,peter.kiptoo18@gmail.com,254750731549,Female,Embu,10,Bedsitter,13kg,Morning,None,41,Heavy Users
Joseph Kiptoo,joseph.kiptoo19@gmail.com,254728454487,Female,Meru,7,House,Other,Afternoon,Electricity,88,Regular Users
David Muriuki,david.muriuki82@gmail.com,254790989634,Male,Narok,8,House,13kg,Evening,Electricity,108,Low Users
Esther Maina,esther.maina54@gmail.com,254768416092,Female,Kisumu,7,House,6kg,Afternoon,Kerosene,91,Low Users
Robert Muriuki,robert.muriuki97@gmail.com,254796517124,Male,Nakuru,9,House,13kg,Afternoon,Electricity,148,At-Risk
Daniel Maina,daniel.maina87@gmail.com,254753389719,Male,Uasin Gishu,3,Apartment,13kg,Afternoon,Charcoal,106,Low Users
Mark Ngugi,mark.ngugi45@gmail.com,254742043254,Female,Baringo,7,Bedsitter,13kg,Morning,Charcoal,115,Low Users
James Mugo,james.mugo94@gmail.com,254799730388,Male,Wajir,8,House,50kg,Evening,Charcoal,94,Low Users
Lilian Mutua,lilian.mutua60@gmail.com,254719935541,Male,Laikipia,3,Bedsitter,13kg,Afternoon,None,73,Regular Users
Mary Achieng,mary.achieng92@gmail.com,254723197543,Male,Lamu,6,Bedsitter,13kg,Afternoon,None,107,Low Users
Paul Onyango,paul.onyango78@gmail.com,254744642436,Male,Kirinyaga,2,Business,13kg,Afternoon,Charcoal,73,Regular Users
James Kimani,james.kimani17@gmail.com,254711534780,Female,Laikipia,7,Apartment,13kg,Afternoon,Electricity,35,Heavy Users
Lilian Cheruiyot,lilian.cheruiyot95@gmail.com,254758368218,Male,Elgeyo Marakwet,2,House,50kg,Afternoon,Electricity,118,Low Users
James Onyango,james.onyango94@gmail.com,254774319376,Female,Siaya,2,Bedsitter,6kg,Afternoon,None,39,Heavy Users
Peter Mwangi,peter.mwangi36@gmail.com,254751680875,Male,Mombasa,9,House,13kg,Afternoon,Electricity,65,Regular Users
Lilian Kamau,lilian.kamau17@gmail.com,254732236494,Female,Kwale,5,Apartment,13kg,Morning,None,146,At-Risk
Peter Kuria,peter.kuria24@gmail.com,254743063114,Male,Tana River,8,Bedsitter,13kg,Afternoon,Electricity,77,Regular Users
John Mutua,john.mutua72@gmail.com,254723847532,Male,Narok,8,Apartment,13kg,Morning,Electricity,130,At-Risk
Michael Mwangi,michael.mwangi38@gmail.com,254781888492,Female,Nyeri,2,Apartment,13kg,Afternoon,Firewood,148,At-Risk
Ruth Achieng,"ruth.achieng50@gmail.com,",254741661411,Female,Mandera,3,Apartment,13kg,Morning,Charcoal,100,Low Users
Joseph Mugo,joseph.mugo34@gmail.com,254747757112,Male,Nakuru,1,Apartment,13kg,Evening,Charcoal,103,Low Users
Susan Otieno,susan.otieno75@gmail.com,254748624655,Female,Bomet,6,Bedsitter,13kg,Morning,Charcoal,89,Regular Users
David Cheruiyot,david.cheruiyot77@gmail.com,254749461829,Female,Kajiado,2,Bedsitter,13kg,Afternoon,Charcoal,27,Heavy Users
Paul Kibet,paul.kibet7@gmail.com,254701429166,Female,Nakuru,5,Apartment,13kg,Evening,Firewood,48,Regular Users
Peter Mugo,peter.mugo95@gmail.com,254714036116,Male,Migori,9,House,6kg,Evening,Electricity,131,At-Risk
Grace Ngugi,grace.ngugi73@gmail.com,254759673228,Female,Nairobi,9,Apartment,13kg,Morning,Kerosene,127,At-Risk
Paul Mwangi,paul.mwangi82@gmail.com,254703264501,Male,Vihiga,2,House,Other,Afternoon,Charcoal,128,At-Risk
Paul Kimani,paul.kimani96@gmail.com,254726884081,Male,Homa Bay,1,Bedsitter,13kg,Morning,Charcoal,39,Heavy Users
Robert Kiptoo,robert.kiptoo86@gmail.com,254764817510,Female,Busia,3,House,13kg,Afternoon,None,92,Low Users
Mark Cheruiyot,mark.cheruiyot74@gmail.com,254763601987,Female,Turkana,3,Apartment,6kg,Evening,Electricity,23,Heavy Users
Grace Mutua,grace.mutua17@gmail.com,254702176020,Female,Baringo,2,Business,50kg,Morning,Electricity,38,Heavy Users
David Kamau,david.kamau32@gmail.com,254761800604,Male,Nakuru,8,Apartment,13kg,Afternoon,Firewood,121,At-Risk
John Kamau,john.kamau35@gmail.com,254716456363,Male,Muranga,1,Bedsitter,13kg,Evening,Charcoal,105,Low Users
Ruth Kiptoo,ruth.kiptoo89@gmail.com,254799689888,Female,Machakos,2,Business,13kg,Morning,Electricity,71,Regular Users
Peter Mugo,peter.mugo69@gmail.com,254737545842,Female,Embu,8,Business,13kg,Afternoon,Charcoal,130,At-Risk
Robert Mugo,robert.mugo58@gmail.com,254717532267,Male,Migori,2,House,6kg,Morning,Electricity,128,At-Risk
Esther Karanja,esther.karanja77@gmail.com,254785357994,Male,Turkana,5,Business,6kg,Evening,Firewood,105,Low Users
John Mwangi,john.mwangi75@gmail.com,254723796269,Female,Nairobi,5,Bedsitter,13kg,Evening,Charcoal,62,Regular Users
John Kimani,john.kimani52@gmail.com,254745722217,Male,Migori,4,Bedsitter,13kg,Evening,Electricity,61,Regular Users
Paul Mutua,paul.mutua50@gmail.com,254784862268,Male,Turkana,6,Business,50kg,Evening,Kerosene,109,Low Users
Peter Kiptoo,peter.kiptoo26@gmail.com,254716568081,Male,Kisii,8,Bedsitter,13kg,Afternoon,None,134,At-Risk
Joseph Kibet,"joseph.kibet81@gmail.com,",254733503792,Male,Busia,10,Apartment,50kg,Afternoon,Charcoal,45,Heavy Users
James Omondi,james.omondi93@gmail.com,254754566525,Female,Kiambu,8,Bedsitter,13kg,Afternoon,Kerosene,62,Regular Users
Paul Onyango,paul.onyango53@gmail.com,254765465163,Female,Nyeri,8,Apartment,13kg,Evening,Kerosene,96,Low Users
Robert Kamau,robert.kamau94@gmail.com,254762543788,Male,Mandera,1,Bedsitter,13kg,Evening,Charcoal,39,Heavy Users
Robert Mutua,robert.mutua4@gmail.com,254741683965,Female,Homa Bay,3,Business,13kg,Morning,Firewood,58,Regular Users
Faith Mwangi,faith.mwangi89@gmail.com,254735044351,Male,Garissa,2,Apartment,13kg,Afternoon,Charcoal,31,Heavy Users
James Cheruiyot,james.cheruiyot50@gmail.com,254739560780,Male,Nandi,7,Apartment,6kg,Evening,Charcoal,30,Heavy Users
Daniel Cheruiyot,daniel.cheruiyot64@gmail.com,254769371825,Male,Busia,4,Bedsitter,13kg,Morning,Kerosene,61,Regular Users
Daniel Kimani,daniel.kimani27@gmail.com,254725729828,Male,Kajiado,9,House,13kg,Morning,None,30,Heavy Users
James Maina,james.maina55@gmail.com,254719122502,Male,West Pokot,2,Business,13kg,Morning,Electricity,57,Regular Users
Michael Kamau,michael.kamau15@gmail.com,254757118333,Male,Wajir,6,House,13kg,Morning,Charcoal,117,Low Users
Paul Kibet,paul.kibet58@gmail.com,254750788325,Female,Makueni,2,Apartment,13kg,Evening,Firewood,38,Heavy Users
Faith Mwangi,faith.mwangi35@gmail.com,254769392188,Female,Isiolo,3,Bedsitter,13kg,Evening,Firewood,135,At-Risk
Robert Kimani,robert.kimani94@gmail.com,254709434428,Female,Migori,6,Bedsitter,6kg,Evening,Firewood,132,At-Risk
Mark Kibet,mark.kibet4@gmail.com,254773682472,Male,Kisumu,4,Business,13kg,Evening,None,84,Regular Users
David Kiptoo,david.kiptoo51@gmail.com,254754973518,Female,Tharaka Nithi,10,House,50kg,Morning,None,118,Low Users
Lilian Kiptoo,lilian.kiptoo23@gmail.com,254751320863,Female,Mandera,10,House,6kg,Afternoon,Firewood,91,Low Users
Mary Cheruiyot,mary.cheruiyot79@gmail.com,254746311107,Male,Bomet,1,House,13kg,Afternoon,Charcoal,71,Regular Users
Mark Achieng,mark.achieng59@gmail.com,254770508892,Male,Kirinyaga,5,House,Other,Morning,Firewood,137,At-Risk
Joseph Muriuki,joseph.muriuki39@gmail.com,254763272080,Male,Kilifi,10,Business,13kg,Evening,None,139,At-Risk
Mark Kimani,mark.kimani46@gmail.com,254710416497,Female,Makueni,7,Bedsitter,6kg,Morning,Firewood,26,Heavy Users
Mercy Onyango,mercy.onyango24@gmail.com,254757863131,Male,Migori,1,Bedsitter,13kg,Morning,Electricity,30,Heavy Users
Mary Kiptoo,mary.kiptoo35@gmail.com,254787023944,Male,Nakuru,7,Apartment,13kg,Evening,Charcoal,122,At-Risk
John Mugo,john.mugo87@gmail.com,254722998539,Female,Homa Bay,5,Business,6kg,Afternoon,Electricity,80,Regular Users
John Achieng,john.achieng2@gmail.com,254724090683,Male,Nakuru,1,House,Other,Afternoon,Charcoal,87,Regular Users
Jane Muriuki,jane.muriuki19@gmail.com,254740070145,Female,Nakuru,10,Apartment,13kg,Morning,Electricity,121,At-Risk
Faith Kamau,faith.kamau17@gmail.com,254716038387,Female,Uasin Gishu,2,House,13kg,Morning,Charcoal,129,At-Risk
Lilian Omondi,lilian.omondi94@gmail.com,254755062712,Female,Bomet,6,Business,6kg,Morning,Charcoal,70,Regular Users
Lilian Kiptoo,lilian.kiptoo86@gmail.com,254749783658,Male,Tharaka Nithi,8,Bedsitter,6kg,Morning,Charcoal,136,At-Risk
Agnes Muriuki,agnes.muriuki99@gmail.com,254796108267,Male,Kiambu,5,Business,6kg,Evening,Firewood,65,Regular Users
Faith Kimani,faith.kimani48@gmail.com,254756083379,Female,Kwale,9,Apartment,13kg,Afternoon,Firewood,72,Regular Users
Grace Cheruiyot,grace.cheruiyot6@gmail.com,254784854406,Male,Migori,8,Business,13kg,Morning,Charcoal,107,Low Users
Esther Mutua,esther.mutua46@gmail.com,254794670388,Male,Busia,6,House,13kg,Afternoon,Electricity,140,At-Risk
Robert Otieno,robert.otieno41@gmail.com,254756432663,Male,Kericho,3,Bedsitter,13kg,Morning,Firewood,32,Heavy Users
Jane Njoroge,jane.njoroge18@gmail.com,254734914785,Male,Nakuru,6,Business,13kg,Afternoon,None,108,Low Users
Daniel Muriuki,daniel.muriuki40@gmail.com,254707950829,Female,Homa Bay,4,House,6kg,Morning,Charcoal,144,At-Risk
Esther Onyango,esther.onyango69@gmail.com,254786168542,Female,Wajir,2,House,13kg,Morning,Electricity,137,At-Risk
Ruth Otieno,ruth.otieno45@gmail.com,254751491459,Female,Kisumu,8,Business,13kg,Morning,Charcoal,73,Regular Users
Peter Karanja,peter.karanja4@gmail.com,254787377220,Male,Machakos,3,Apartment,6kg,Morning,None,135,At-Risk
Joseph Kuria,joseph.kuria94@gmail.com,254780493675,Male,Makueni,6,Business,13kg,Evening,Charcoal,137,At-Risk
John Mugo,john.mugo82@gmail.com,254716803902,Male,Mandera,9,Apartment,13kg,Morning,Charcoal,23,Heavy Users
